,web1,web2,fib1,fib2
0,102.6290625,102.572607421875,7.673408203125,7.5884375
1,102.58356119791667,102.52647786458333,7.665009765625,7.589033203125
2,102.61998372395833,102.613896484375,7.682587890625,7.575966796875
3,102.58801106770834,102.601142578125,7.668310546875,7.557451171875
4,102.64013020833333,102.59108072916666,7.68513671875,7.5767578125
5,102.57148763020834,102.54909505208333,7.67322265625,7.562529296875
6,102.63530598958333,102.636083984375,7.686630859375,7.580888671875
7,102.58389973958333,102.5696484375,7.67515625,7.568232421875
8,102.63128580729166,102.63743489583334,7.68298828125,7.581953125
9,102.59033528645833,102.59211263020833,7.670859375,7.57779296875
10,102.63816731770834,102.65103841145833,7.67892578125,7.583798828125
11,102.54672526041666,102.56908203125,7.6763671875,7.57630859375
12,102.63521809895833,102.633193359375,7.679521484375,7.581142578125
13,102.598779296875,102.55963541666667,7.67796875,7.579951171875
14,102.54886067708334,102.5547265625,7.688408203125,7.576982421875
15,102.5388671875,102.49943033854167,7.67796875,7.565263671875
16,102.63634765625,102.59873372395833,7.69083984375,7.5871875
17,102.57898111979166,102.54785481770833,7.675458984375,7.57880859375
18,102.63118815104167,102.636220703125,7.68919921875,7.586904296875
19,102.58743815104167,102.59979166666666,7.683125,7.580791015625
20,102.598798828125,102.68033854166667,7.690810546875,7.615185546875
21,102.538642578125,102.62971354166666,7.68150390625,7.626328125
22,102.64672200520833,102.6949609375,7.685693359375,7.660009765625
23,102.60102213541667,102.62811197916666,7.68052734375,7.650224609375
24,102.66140950520834,102.70227864583333,7.683544921875,7.665859375
25,102.62350260416666,102.64010091145833,7.679296875,7.665009765625
26,102.68582356770834,102.663134765625,7.686875,7.67166015625
27,102.62869140625,102.62912434895833,7.675517578125,7.66546875
28,102.66181966145834,102.66437825520833,7.69171875,7.678369140625
29,102.58481119791666,102.626884765625,7.683125,7.664296875
30,102.53989908854167,102.583818359375,7.69087890625,7.674814453125
31,102.2362109375,102.30367513020833,7.63443359375,7.669560546875
32,102.243564453125,102.27908854166667,7.624970703125,7.679228515625
33,102.17300455729166,102.23344075520833,7.616923828125,7.67572265625
34,102.22513997395833,102.27768880208333,7.617529296875,7.68205078125
35,102.14132161458333,102.17856770833333,7.610810546875,7.67859375
36,102.21003255208333,102.24083333333333,7.611904296875,7.683310546875
37,102.136005859375,102.15355794270833,7.611953125,7.678818359375
38,102.15751953125,102.22275065104166,7.582119140625,7.6762109375
39,102.13398763020834,102.14677408854166,7.564912109375,7.663173828125
40,102.24438802083333,102.244501953125,7.58330078125,7.681669921875
41,102.21525065104167,102.20397135416667,7.5725,7.67345703125
42,102.30385091145833,102.2543359375,7.582861328125,7.68181640625
43,102.233759765625,102.162861328125,7.57544921875,7.671787109375
44,102.29763346354167,102.226572265625,7.583076171875,7.683681640625
45,102.24157877604166,102.16917317708334,7.5791796875,7.675341796875
46,102.26389322916667,102.22873697916667,7.5855859375,7.68072265625
47,102.18944661458333,102.18694986979166,7.578798828125,7.674609375
48,102.22251302083333,102.20513997395834,7.582939453125,7.681728515625
49,102.14938151041666,102.14655924479166,7.581357421875,7.6784375
50,102.175703125,102.11596028645833,7.5791796875,7.676015625
51,102.155166015625,102.07681966145833,7.56353515625,7.661259765625
52,102.15166666666667,102.13732421875,7.5821875,7.67787109375
53,102.07937825520834,102.09690104166667,7.5740234375,7.66560546875
54,102.15985677083333,102.15958658854167,7.58736328125,7.681357421875
55,102.08932942708333,102.073896484375,7.581728515625,7.638671875
56,102.16149739583334,102.13536458333333,7.586181640625,7.62849609375
57,102.106630859375,102.068212890625,7.580595703125,7.6116796875
58,102.19416015625,102.13654947916666,7.58400390625,7.613359375
59,102.092958984375,102.08368815104167,7.579873046875,7.602802734375
60,102.17171549479167,102.164306640625,7.58779296875,7.60671875
61,102.1562890625,102.09112955729167,7.5821875,7.595087890625
62,102.1565234375,102.08547200520833,7.5732421875,7.581103515625
63,102.12427083333333,102.10141276041666,7.56302734375,7.567587890625
64,102.16698893229167,102.1612109375,7.579765625,7.58203125
65,102.128642578125,102.126845703125,7.56865234375,7.57044921875
66,102.2292578125,102.169775390625,7.578154296875,7.58529296875
67,102.14554361979167,102.09243489583334,7.572587890625,7.575029296875
68,102.1808984375,102.13771809895833,7.57990234375,7.584208984375
69,102.124072265625,102.08133463541667,7.578251953125,7.57515625
70,102.151494140625,102.12288411458333,7.5835546875,7.58103515625
71,102.138544921875,102.05057291666667,7.578095703125,7.576318359375
72,102.16896484375,102.11658854166667,7.578916015625,7.582177734375
73,102.14785807291666,102.07478515625,7.578203125,7.5784765625
74,102.13730143229166,102.102744140625,7.57689453125,7.573193359375
75,102.089990234375,102.103203125,7.563876953125,7.5625390625
76,102.206875,102.19185546875,7.579619140625,7.57759765625
77,102.29286458333333,102.27760091145834,7.57498046875,7.569453125
78,102.598515625,102.61528971354167,7.641552734375,7.57720703125
79,102.58693359375,102.60172526041667,7.63291015625,7.569443359375
80,102.652333984375,102.6501953125,7.6449609375,7.576630859375
81,102.61706705729166,102.589541015625,7.64068359375,7.567861328125
82,102.71330078125,102.65584309895833,7.6505078125,7.577861328125
83,102.66068359375,102.63559244791666,7.643251953125,7.573701171875
84,102.73899739583334,102.68907877604167,7.64984375,7.5837890625
